1,1,,1,1,1,,1
2,0.5,2,2,0.5,3,,2
3,0.464101615,1.732050808,2.154700538,0.646170928,6,,3
4,0.414213562,1.414213562,2.414213562,0.686291501,8,,4
5,0.370191908,1.175570505,2.701301617,0.685210244,10,,5
6,0.333333333,1,3,0.666666667,12,,6
7,0.333333333,1,3,0.777777778,18,,6
8,0.302593388,0.867767478,3.304764871,0.732502069,14,1,8
9,0.276768654,0.765366865,3.61312593,0.68940799,16,1,9
10,0.262258924,0.710978236,3.813025631,0.687797433,20,,8
11,0.254854702,0.684040287,3.9238044,0.714460109,24,,8
12,0.248163471,0.660152735,4.02960193,0.739021298,24,,9
13,0.236067977,0.618033989,4.236067977,0.72446517,26,,9
14,0.231030728,0.600884161,4.328428555,0.747252762,29,,10
15,0.221172539,0.567962868,4.521356965,0.733759381,30,,10
16,0.216664743,0.553185219,4.615425595,0.751097773,32,,11
17,0.208679666,0.527421466,4.792033748,0.740302448,35,,10
18,0.205604647,0.51763809,4.863703305,0.760918874,42,,12
19,0.205604647,0.51763809,4.863703305,0.803192145,48,,12
20,0.195224011,0.485163607,5.122320737,0.76224829,38,1,13
21,0.190392147,0.470331769,5.252317475,0.761232561,38,2,14
22,0.183833027,0.450478965,5.439718959,0.743480797,44,,13
23,0.180336009,0.440024233,5.545204223,0.747984753,46,,13
24,0.176939131,0.429953937,5.651661092,0.751378942,44,2,16
25,0.173827661,0.420802424,5.752824331,0.755401397,48,1,13
26,0.171580252,0.414235061,5.828176537,0.765434356,48,2,15
27,0.169307931,0.407631028,5.906397847,0.77395974,54,,15
28,0.16625275,0.398808512,6.014938097,0.773919353,52,2,14
29,0.162903649,0.389211228,6.138597904,0.769590369,50,4,17
30,0.161349109,0.384782538,6.197741071,0.78100605,60,,16
31,0.158944542,0.377964473,6.291502622,0.783164386,84,,12
32,0.155533985,0.368360556,6.429462971,0.77410626,62,1,16
33,0.154161518,0.364517627,6.486703124,0.784270529,66,,17
34,0.151264028,0.356445428,6.61095709,0.777947412,66,2,16
35,0.149316777,0.35105142,6.697171092,0.780342492,66,2,19
36,0.14821943,0.348022566,6.746753793,0.790883977,66,3,19
37,0.147955904,0.347296355,6.758770483,0.809965138,90,,18
38,0.143639218,0.33546426,6.961886965,0.784024549,70,3,21
39,0.141685522,0.330148274,7.057884163,0.782916696,74,2,19
40,0.140373604,0.326592122,7.123846436,0.78818995,72,4,22
41,0.137740813,0.319488189,7.260012329,0.777873793,76,3,22
42,0.136113749,0.315119609,7.346796407,0.778132009,78,3,20
43,0.134771891,0.311529156,7.419944856,0.781028893,82,2,20
44,0.133368246,0.307785274,7.498036683,0.782631916,86,1,18
45,0.132049594,0.304279123,7.572912326,0.78466929,84,6,18
46,0.13071588,0.300743743,7.650179915,0.7859855,88,2,21
47,0.129463747,0.297434477,7.724170053,0.787760508,86,4,22
48,0.128348757,0.294495666,7.791271431,0.790723359,94,1,22
49,0.126792996,0.290407648,7.886870959,0.787746731,87,6,22
50,0.12582549,0.287872703,7.947515275,0.791602691,94,3,21
51,0.124571677,0.284595948,8.027506952,0.791423233,92,5,24
52,0.123690165,0.282297789,8.084717191,0.795561354,100,2,24
53,0.122255624,0.278567717,8.179582827,0.792161189,101,6,18
54,0.121892022,0.277624221,8.203982383,0.80231391,103,6,18
55,0.121786325,0.277350098,8.211102551,0.815754986,126,6,18
56,0.119281497,0.270873149,8.383529923,0.796772231,108,2,25
57,0.118382638,0.268557864,8.447184653,0.798823587,101,7,25
58,0.117308193,0.265796493,8.52455377,0.798150306,107,5,26
59,0.116380565,0.263417848,8.592499959,0.799121719,112,3,25
60,0.11565748,0.261567159,8.646219845,0.802599163,115,3,25
61,0.115456142,0.261052384,8.661297576,0.81313736,144,,24
62,0.113253292,0.255435495,8.829765409,0.795231105,120,2,25
63,0.112456193,0.253409898,8.892351538,0.796722906,116,5,28
64,0.111582596,0.251194079,8.961971108,0.796843244,116,6,28
65,0.110896744,0.249457513,9.017397323,0.799375705,116,7,31
66,0.109935057,0.247027047,9.096279427,0.79765731,124,4,23
67,0.109063482,0.244828851,9.168971882,0.796954488,124,5,25
68,0.108345018,0.243020047,9.229773747,0.798227715,130,5,25
69,0.107877643,0.24184495,9.269761267,0.80299343,129,6,21
70,0.107001617,0.239645712,9.345653194,0.801454217,132,4,26
71,0.1062045,0.237648321,9.415796897,0.800837101,136,3,25
72,0.105553253,0.236019089,9.473890857,0.802187226,137,3,28
73,0.104818,0.234182545,9.540346152,0.802037353,138,4,26
74,0.10428363,0.232849668,9.589232764,0.804755583,142,3,22
75,0.103390916,0.230626518,9.672029632,0.801726108,141,5,31
76,0.102779182,0.229105656,9.729596802,0.802830578,142,5,28
77,0.102052147,0.227300832,9.798911925,0.801927334,142,6,30
78,0.10144344,0.225791996,9.8577099,0.802680174,149,4,29
79,0.100958465,0.224591325,9.905063468,0.805216315,162,6,30
80,0.100319499,0.22301139,9.968151813,0.805120157,151,6,29
81,0.099891475,0.221954293,10.01086424,0.808242857,151,6,27
82,0.099494328,0.22097435,10.05082422,0.811727944,160,4,27
